text,label
rape ho ben! lol,1
uturns yellow no aceptar este luz rojo! lights taking too long make bilingual,2
niggah dont know me! lol dont know life aha,1
rt automatically suspicious white folk who try too hard show they like us darkies.,0
rt am get money nigga so da hoes love,0
yeah so better play ya nigger,0
rt this image peshmerga giving heaveho isis flag really brightened friday. kick their sorry butts!! http,2
"yes now get off twitter, lame negros should have never learned how use internet",0
one best looks too. rt charlie weis couple months ago hanging wnelly,2
"rt no, stupid redneck, animal husbandry does not mean can get hitched your blue tick hound, misty.",0
throwing fire crackers cars? shit funny fuck !,1
"someone should explain blake griffin talking trash opposing 3rd string unbecoming, even amongst clippers.",2
course bitch. kinda wanna attempt play madden tho,1
faggots,0
these hoes lying all us nigga got news monogamous niggas yo bitch fucking anonymous niggas!!,0
rt think flat out wrong blame brian cashman 2014 yankees.,2
need bitch drop down niggah,0
rt austin so cute like look him all excited because got oreos,2
tell yo bitch stop calling fam !,1
100 mile dead zone radius around philly..gotta go ny dc rt tri state needs better bitches,1
rt hoe gonna hoe no matter what,1
"getting hit off cunt thats about 6 foot sideways cunt army lol, dini care, yous fuckin laughable",0
rt study these birds closely. see if can spot female. can done. even limited bird watching skills.,2
full white trash,0
so your nigger fighter huh,0
brr hoe dichter bij het sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek. engvolk,1
would like rape bitch posted that.,0
right.. around nig..,0
boutta walk out these hoes,1
so niggers really believe phelps just smokin regular huh? tell now amp log off night,0
rt lewis so trash lmao,2
got badass bitch just bouncin dick,1
am jus trill nicca mane,2
got hoe bootlegged haha if wanna borrow,1
"rt woke up sore throat, im cold, niggers niggers. so terrible",0
grandpa better comebacks dead faggot go outside let go your little ass dick minute,1
islamic jihadis run away pakistan,2
rt ate pussy first time today. all have say .. think may have new favorite food michigan,1
am so sick u niggers..,0
8 straight nation soccer champions! wow!,2
rt time bounce bronx.,2
oreo cookies,2
punk ass broke faggots.,0
"rt amp alla niggas hot boys , so do not bring no ice this bitch",0
smack these hoes they ass like birthed these bitches,1
yankee homeruns make all tingly.,2
rt ew shes so ugly who hoe,0
21 bitch but bitch so hella chillin. also thanks tolerating being friend.,1
do think all rice fags mcdonalds?,0
grandma used call porch monkey all time.. come think she did refer broken bottle nigger knife,0
"gotta tip monogamous niggas, yo bitch fuckin anonymous nigga.",1
youre little bitch rt rt team got blown out super bowl,0
bitch u forcin talkin about family shit watch out,1
rt why would u let ur girl even go party without u thats retarded lol u must want get cheated,2
"rt deleting this pic until realized dike back ground dressed like nigga wedges , bitch am http",0
thats ghetto..,2
rt when die flappy bird,2
do really believe people evolved apes? not really. am quiet convinced evolution man but ..,2
gonna find himself redneck girl one these days,1
better play your part bitch do not smart bitch cuz might have change heart,1
thou shall not mock ryanthe futurekelly,2
pussy. science. donaire via rachel spelling error,2
wow!! comin back up here? they some bitch niggas,0
rt trash generation,2
blacks typical niggers.,0
rt yeah basic bitches thing but how many straight white men do know who all same so boring??,1
bitch nigga miss,1
really just want kill some towel head terrorists already can high school over now please?,0
friends do not let friends become guidos.,2
members nontraditional religions all subhuman trash.,0
inspiring huge crowd tourists sit watch wild meadow rats over here trash cans. cameras out. there gasping.,2
sexy japanese slut fingers toys her pussy steps squirting her juice allover,1
"rt alls niggers wanna do fuck, tweet, drink pineapple soda all day",0
really tempted let out redneck side drink lot beer sing some country karaoke..,2
"lassen cc , coach wants feel youll get more nig no doubt",0
southwest airlines like driving mini van your white trash cousins who love huff paint thinner before before working.,0
nicknamed lux coach k because without him would never heard duke lol charlie,2
leave 2 2 whine about infrastructure when they r ones who not pay it. waiting god fix it?,2
dis broad done tagged dis nicca n video his sis giving dome ..,0
"re alexander skarsgard, roommate declared sexy albino lizard. dont know how sexy, but kinda is.",2
your so fucking retared not even funny bitch im going sleep u,0
eating brownies then going gym.. idk,2
rt hoes getting loose then move other cities once everybody finds out they hoe lol.,1
rt do not fuck bitch niggas only fuck niggas bitches,0
obispo ho. do big,2
rt some fellas should dress up real men halloween. cause have been actin like bitches all year long. merica.,1
ill find cute hoosier date next year,2
fat fucking funky nasty ass hoes,0
rt mook gon wi 30 but this battle bad,2
perfect gift jihadi your shopping list,2
rt set . hoping there no birds perched above me..,2
"rt if dont see connection between legitimizing queer lifestyle, increase stds sexual deviancy yo ..",0
yall moms hoes no morals so am not surprised,1
rt oreo ice cream.,2
how hell david murphys hit not home run?! clearly over yellow line. another umpire mess up.. smh,2
this white bitch tried set up racial war .. lol bitch impossible am smarter then,0
pickup line cat lady? because love pussy too no wait literally meant like cats,1
want coon ass girl lol,1
hate dogs name.. sounds so ghetto.,2
hate yal would delete twitter if had somethin better do bitch ass niggas,1
"if racial minorities were not criminally inclined, they would not have so much worry about. act your color, race traitor!",0
oh snap am just realizing this skinny tranny jared leto. wo unrecognizable all weight loss. geez!!,2
change game u bitches,1
have word rt beat those fucking faggots pls,0
rt basic bitches not wanted,1
"rt muslims have no military honour whatsoever, sub human savages slaughter unarmed men, women amp children http",0
bae made deep fried oreos,1
bet gonna see 3 game loan player reviews too just because people much cunt,1
rt bpg bitch,1
what hell doing pussy rules soldiers do not carry weapons 247 base? they trained. liberal crap amp people die.,1
"if kill all cops cracker babies, what next?? black states, white states, latino states? not moving backwards?",0
hate mom says she trying move out here.. like bitch only reason your trying because do not have place live..,0
rt instant mashed potatoes trash,2
guess rubes does not want go date,2
happy birthday queer,0
son bitch moment when open fridge have no food,1
bad breath am not cute not even if so called bad bitch usually cause shitty attitude unk am not ever lied,1
"fuck niggah so weak, cant tell freak",0
rt get fucked racist inbred hillbilly fuck,0
gotta find them know cali got them hoes,1
rt nick when men talking sit your bitch corner listen this grown fo,1
ho no. without ur vote lost election. ak49 taking oath pm today.,2
when joe stop telling pbo how do his job? could not even keep job florida.,2
so support illegals coming here spreading disease among americans dream bitch!,0
just follow yellow brick twitter.,2
light skin niggah,1
nigguh spitting dat crack your bitch,1
lakers trash right now.,0
looking forward basketball states soon course breadsticks.,2
this nigga over here telling dont fuck this bitch . when do . maybe she lying lol,0
what monkey..,2
free bird.,2
im talking about pucture pussy cat nit twit,1
lol rt youu got niggas but do not got bitches,0
fuck outta here go put some more trash ass ink your faggot ass self pussy,0
rt not every female trophy some yall hoes just certificates completion!,1
"rt turn up about real , marriott bitches weekend , mansion tonight , adult swim tomorrow",1
everyone liked evil me. this pussy. fuck compassion.,1
"rt miley cyrus pussy probably taste like wet dog, she negative ass, bitch looks like justin bieber, she so ove",0
conan obrien needs get life 80 million..monkey food maybe.,2
just want punch throat when get order wrong stupid bitch sonic,0
got cousin named jason rock da gary payton..now da same triflin bitches hiv patient,1
man . ducked like true hick. would have split white trash faggot lid,0
derek jeter clap clap clapclapclap,2
"cool, fun thing ponder myriad space trash traveling thousands miles per hour right above",2
"do not even entertain these hoes, got somebody too important.",1
"just worried bout bitches, got one girl she girl no one else can hit",1
bitch shut fuck up goddam your slut bitch whore nigga,0
rt looked like princess bella yellow dress,2
well canonically plays troll equivalent pokemon.. throws new fairy type him,2
rt amp wes this bitch dead,1
niggers fell off,1
trash. said not doing collabs anything less than 10 mil naira like booyy,2
these hoes say am too much. think am too much,1
rt am only person who likes yellow starburst feel,2
niggas swear they love honest bitch tho salty bm,1
little fucking gook who smells like shit. than thinking they motherfuckin boss. fuck!,0
"doing lizard. unless skype us, bitches.",1
rt these hoes am not loyal women this generation cannot trusted.,1
rt all these forms bitch still do not get what am saiyan,1
brah falls out white bitches crazy,1
fuck her right pussy guy,1
lol rt youu got niggas but do not got bitches,0
rt kill em all once say. rt world better place when bitches like her dies lonely,1
bitch done.. have u sunday nigga,0
happy columbus day!! just glad not usin rope sails. seriously thogt shit would gt,1
rt just cause somebody put bad front yall okay being called bitch,1
likes da yankees,2
rt come yankees lets keep this game going!! must win!!,2
leftisthomosexual war church kicked into high gear infiltration priesthood boyraping fags..,0
giants trash,2
bitch fucking told sit seat yo dumbass come again saying why sitting there bitch,1
"rt coakley go 02 cannot lose races? rt wow, just wow charlie baker governor htt",2
rt absolutely perfect day london! suns out! gona cracker wembley tonight ! yeaahh!,2
looks like competing east cellar this year,2
people who live unwashed trash.,0
rt might have better chance if put some trash cans out there.,2
rt had charge ipod. fuck redskins.,1
lmaoo!! bird hand worth two bush.,2
"rt pigs drink up 14 gallons water every day, but they still not thirsty some hoes.",1
rt your early bird,2
saw there 15 slope wire? enough zipline?,2
. klains real sole job dampen down mushrooming bad pr political fallout heading into nov election.,2
know bitch mad when she throw her drink now she got find another nigga buy her another one,1
rt not safe pussy boy lool,0
happy first day college nigger,0
no. wrong try change gt there no therapy so should understand sympathize like they gt,0
rt kill whitey,0
bumped into bitch filed sexual harassment work against coworker..i aint been so shook life,0
omfg elitist bitch no one cares what think! go fuck yourselves china anyway?,1
white trash okies do not count real white people. count white person have count person. okies not people.,0
rt jen bitch daquan dropped your kids off today keisha bitch do not got kids jen not no more bitch swallowed em,1
agree fellow cracker.,0
shavonne doing ballet middle street last night fell bitch not ballet,1
idk into mouthy spics welfare 6 kids 3 baby daddys?,0
rt stupid fucking nigger lebron. flopping stupid jungle bunny monkey faggot.,0
lmfaoo yoo lost elevator pass now cannot even share ..bitch wants go get another one even tho she knows,1
u coons cannot wait wear them oreo js,0
wtf hoe answer question,1
need bitch drop down niggah,0
"rt shes watchin him those eyes shes makin him linguine amp clams body, just know it!",2
trash,2
"rt want lick one lucky, healthy, amp clean womans pussy tonight totally change her life amp views about men forever!",1
"got dyke wit child whse mgr, she jus hired another girlboy dis week..",0
guinea fowls not what they seem.,2
this kid looks like retard when tries hiding his phone.. so obvious,0
turn magic colored light.,2
jai may make appearance party.. love fag,0
rt did yankees make playoffs properly honor jeter? rt orioles win?,2
fuck bitches get money ayyee,1
women want best man holiday type nigga meanwhile have mad thot pics ya gram talking about this could us bitch die,1
mt ted cruz proud wacko birds. pun?,2
cannot stand fag bitch like fucc get out there amp make money,1
"when girl tried argue whilst drunk, hes not done.. shut fuck up bitch! im nasty cunt whilst drunk",1
course some rascally radio blaming 19 dead az firefighters . oy vey.,2
pussy would not show up bro,1
rt cannot wait wear warm fuzzy sweaters,2
do not have no type .. bad bitches only thing like !!,1
rt stupid fucking nigger lebron. flopping stupid jungle bunny monkey faggot.,0
"maybe can call hootie back up, do not answer anymore but still have crows.",2
rt 2014 tweeted migos were trash. care explain? 2064 supreme court confirmation hearing,2
real life online follow that. sorry folks but just cause look like border hopper do not mean am one. born raised here,0
what fucking faggot,0
long yellow.,2
really cannot too nice bitches easiest way get cheated,1
so many bitches one sentence,0
rt trash rt too early call austin rivers draft bust ?,2
have only like about 3 pair..they overpriced trash ..,2
hoe like 58.,1
jihadis betting public protests britain force uk gov out antiisis coalition,2
rt kill this beaner,0
this weeks rfn segment can. discuss idaho being faggot marriage state just like washington.,0
nigger bigger than am. do even ?,1
"rt man, now these hoes know",1
look this nigger ass nigger shit right here,0
"9 15 bcs titles, 314 mil revenue. great being redneck conference. not ohio.",2
im n tight circle bitch cannot get thru dis loop,1
linda just yourself rn retard,1
"rt lou gehrig had 17 hand fractures his career. played 2,130 straight games.",2
how stay faithful room full hoes?,1
rt buy double stuffed oreos can boyfriend,2
many people claiming slippery slope now absolute same ones who said slippery slope argument paranoid delusional.,2
knew were faggot though,0
this bitch done blew high high off all these drugs,1
"okay, so maybe not every evil. but would 80 people have encountered have been trash, another 10 barely human.",2
rt this crazy no rb picked yet. rb won roy! 2yrs ago rb mvp. ppl 4get how important our position is. this insane ho,2
fag,0
heyy fag boy am gonna watch play?,0
mom bitches too much,1
rt where this been all year? but still,2
"rt stuff broke loose, must not panic share gif instead",2
stop trying down honky,1
"broo wingstop went soo clutch, straight ran through hoe!!",1
rt have embarrassment bitches,1
"rt have so many questions about sex tape. love love love some mimi if thirsty dude releases it, trash",2
am not show bout dem colored diamonds talk about da radio. any diamond gets colored stolen,2
"bitch ass nigga, hating black women.. uncle tom bitch punk.",0
go jerk off lollis faggot.,0
rt only pussy niggas would not fuck chick if she stretch marks..,0
cannot wait more peds it? roid munching faggot,0
"this rate, would cheer awful new york yankees over st. louis cardinals.",2
just want punch throat when get order wrong stupid bitch sonic,0
when pussy nigga socks does not knock out.,0
just want some oreos amp milk honestly. just stop store amp pick up some your way back lol,2
rt fox says cunt.,0
jihadi john struck again. prayers victims families. what his head? time 4 him 2 meet allah,2
uturns yellow no aceptar este luz rojo! lights taking too long make bilingual,2
walking dead gonna so trash this season,2
bitch know not this,1
can give some clothes so can look like cute dyke,0
dam bitch,1
"homeless dog living trash pile gets rescued, then does something amazing! please share. via",2
curse avi coke because fag not put yet,0
hoe suck,1
date colored men?,2
rt roommate having sex am eating oreos. gonna great year! kutztown university,2
"subtweet one more time, dirty chink whore",0
rt rt if crabtree woulda caught over sherman game yall woulda said sherman trash amp got what,2
would help some others cannot handle uppers cripples them plus if moderation not taken into consideration bad,2
"wtmf murica? say it, should thunderpunched throat, sole stomped.",2
best rider? goes blaxican.,2
sure ?. . . lmao pussy!,1
good morning coons.,0
poor whitey,0
stfu prude ass basic ass bitch,1
if know guy newborn baby why fuck trying talk him? desperate ass hoe,1
pepe because his defending outstanding! his tackles were accurate nd did hos job perfectly both legs!,2
rt girl tweeted might ghetto if u bring food outside into movies no u might stupid if u pay 4.99 b,2
"not no but hell no, when blk. stop sayin nigger will, what they can have can have. this america",0
youre fag,0
did mention ugly cunt? go back iran.,0
rt video cfl lb solomon elimimian trash talks opponent during halftime interview,2
damn hoe.. so ugly even hello kitty said goodbye.,0
this fat bitch turnt some ice cream not gon lie would too,1
rt jameis winston nigger,0
"mother nature drunk again, this bitch knows how party.",1
"glad about your uncle, another stupid faggot off world, hopefully next.",0
rt hahahaha signs funny than bitch,1
rt 3 most common white people activities 1. wearing tapout 2. shooting up schools 3. calling nigger xbox,0
derek jeter clap clap clapclapclap,2
"tryna determine if she bad bitch, but then twitter saves her",1
"devil grows inside hearts selfish wicked white, brown, yellow black color not restricted",2
"so terms like honkey, cracker, peckerwood stereotypes white people fucking their kids sisters not racist? sweet!",0
can expect total bitch towards now yet again.,1
lmao let these hoes hoes am not no savin nem,0
"rt if she can roll, wife bitch.",1
these hoes smash one yo niggas very proud,1
anybody remember movie thumbelina? did not noticed how flamin bird until now,2
rt nah boa nigga wayne run his mouth like hoe amp girl am not no hoe so chill wi,1
yous bitch ass nigga rt push tape bac till around labor day weekend turn up..,1
rt rt nigga bitch him never date female another niggah name her lol . wtf .,0
want four loco right now so can chug go straight sleep.,2
guys cheat their girlfriend trash. girls know girlfriend also trash.,1
"rt big night wcvb. martha coakleycharlie baker debate here 7, bruinsminnesota wild, world series game .",2
bought him sumblime shirt his birthday too kinda wanna cunt ask back lol,1
chris bosh bout disgrace trophy like real faggot smh,0
rt reports say female victim shot while waiting oreo mcflurry,2
these people fags.,0
"flaming faggots publicly state how they want everything handed them.. like fuck dude, get off your bottom ass do something",0
lol im out here curving bitches like im taken,1
wassup niggah,1
rt plays yankees right?,2
lmao rt if u live wit ya girl u do dishes u faggot,0
this nigga jerry room smell like bad pussy!,0
rt charlie wears womens clothing,2
tweety bird tho,2
this picture weibo made chinas censors add big yellow duck list banned terms,2
yall still going trick treating this year nah?hell yeah ima da sweet tooth bandit steal bitches bags n shit,1
dont even say nigga say nigger. im like chuck norris. say nigger word without checking over shoulder.,0
rt go take trash out darkskin nigga stole damn garbage,0
"got own legacy bitches, fuck yall legacy",1
"rt idc what phone u got, lol silly nigger",0
"nahh , whatever spook spic, still do not like . good day",0
pussy without your guns bitch spic. your daddy does not even respect sperm drop your moms stank pussy,0
none business ? nigga if get am living lol am stealing one them bitches 100k,0
rt duchess cambridge present first yellow jersey,2
too tyler just makes think they lil nigger baby hoodrats.,0
rt hoe if give your number another nigga while got man,0
dumb beaner,2
better watch your hoe she fuckin everybody,1
answer snapchat faggot,0
rt wen u look liek trash n sum1 complimentz u,2
rt great story what really like camel jockey camel races,2
"rt fox news mocks victim ray rice elevator assault think message is, take stairs ht",2
niggas wanting bitches money ..but broke dirt,1
faggot sack,0
niggas wear wigs more than bitches these days.,0
least im not black bitch your parents left mcdonalds parking lot after were born,0
"rt ill break bitch down, like pussy she is.",0
"easiest way have sex chick smell good, make her laugh, take her get food then fuck her right pussy",1
yall defense too trash,2
rt mine too rt this ma niggah,0
like cure time when u shut da fuck up gettin other folks bizness like lil bitch,1
rt part cousin dannys yankee swap. pretty hilarious. very clever. very danny.,2
when girl asks if eat pussy.. first do not even cause just stupid question itself,1
james biggest bitch basketball swear.. fuckin cramps seriously,1
"am camera shy, do not talk phones love when rain..if youn kno life would not understand",2
"swear these anon fags go protests just take pictures post twitter. look, there..like",0
rt every seth mcfarlene cartoon trash yall love low iq comedy,2
your pet zebra. stripey?,2
text bitch,1
hahah funny how all little dumb hoes want follow nigga just all up your ass like bitch fuck kreepen fo?,1
rt exactly. .same shit saidgtgtgt so nobody think mimi outta line inviting stevie j gay nicca v,0
front flip trash. how front flip into swimming pool land back every time.,2
haha bitch ima draw webb bullets round yo fuggin forehead bitch know where reside,0
"rt no matter where go, there always asshole wearing yankees cap.",1
after deztinis session needed this lmao jk girl good yob lol,2
rt why does everybody drive like retards when rains lol,1
they took there bro know am civil. rt wait minute! lol. do not get ghetto v!,2
gay ass nigga bitch thought thought,0
shoulda told her yeah if can take home pussy lol,1
who she? rt yall hype bread loaf chick up but am chill dyke rapper,0
"so ur faggot teammate hits someone late like u say yapping yelling, u guys def 69 room",0
like gross yellow heat lamps. why?,2
"300 bitch hot, done took flight !",1
oh one those stuck up bitches,1
take yo bitch dinner date then paint her face,1
when people label their name there ghetto nanoltltltltlt,2
rt bitch love every team but us lol rt this game have been waiting for! sincerely love both these,1
rt never realize precious time bitch niggas wasting,1
birds feather flock together?,2
our people. now time aryan race 2 stand up say no more. before mongerls turn world into ghetto slum. 1488,0
need some clams half shell . down here all can get deep fried clam necks.,2
dog like scratches floor before lays down.. weird buddys normal your weird bitch,1
rt last thought before bed 92 had mock election 3rd grade voted perot. maybe related his rea,2
rt sitting pretty makes bitches mad pretty much,1
rt photographer hid trash can get these adorable engagement photos,2
rt hoes some august alsina bae. no bitch dusty nigga got 2 kids who drives yo car amp still wears rocawe,1
"convince u lame, you, nigger liver believes cuz nigger whore",0
insecure much put all insults one tweet. fucking dumbass dude would wreck faggot,0
whole bunch trash needs 2 jus go away. they r jus trash!!,1
ya know all slang am racist h8 porch monkies,0
like saying have had pinto since 72 rt dude have had iphone since beginning.,2
"haha, yankees fans bent out shape about hu27le graphic",2
hate when white trash try act like they equal. only makes much clearer how white trash they are.,0
looking like hillbilly not matching what do best goodnight losers,0
rt these bitches so phoney,1
would give hoe finger everyday work until get fired it.,1
flipped dat pacc said fucc bitch n went did again,1
rt bird just flew into hotel room. would rather get gangbanged 10 mandingos 2 days straight than experience again,1
rt play wit pussy not these niggas,1
"rt am california state assemblywoman, but remain proud celebrating weekend ho",2
if fleek yo vocabulary faggot,0
bitch foh,1
rt mfs still same spot 3yrs ago. beefing same nighas. sleeping same hoes. eating same restau,0
joke fugly bitch happy uncle snoop even acknowledged your nasty ass lmao,0
teabagger scum who wants threaten people his penis extender. danger this country.,0
rt every time bobby bitch comes,1
fuck your store bitch,0
rt streets am not going no where. these hoes everybody. when got someone real hold them.,1
"bjergsen just made full rune page. do not just full reds quints mean reds, blues, yellows, quints. 47",2
"done seen lot fake shit. bitch am not bad, shes basic.",1
rt soulja boy bitch so aggravating all nagging amp shit .. hope ion sound like her,1
"not trying follow any spooks, no offense ..",0
"rt why does julia roberts seem completely shocked shes been nominated? hey, julia gown. jig up.",2
rt making up handshakes all bitches now,1
rt screaming after wes bitch ass? annalise losing her damn mind. she need put big girl panties back on.,1
yes do retard.,0
think okay take property break it? fuck bitch,0
breakfast fried chicken jerk chicken tater tots white rice nd press yellow rice nd beans mac nd cheese,2
eagles fans dont except fact mcoy been trash this year everybody figured out spread offense,2
rt yu hoes just love pump fake bout yall lives these social networks,2
"fuck girls , peep how change when nigga squared up against him bitch ass",1
if im trash ur trash since baes now,2
rt 7th grade bitches lt3,1
suck super monkey balls,1
thanks charlie,2
"starve, bitch",1
rt wtf? this bitch sounds retarded,1
hell naw am not star team lol but am sure white honkey called him nigga,0
rt niggaz talk more than bitches these days..,1
rt ultimate bitch,1
"rt why does julia roberts seem completely shocked shes been nominated? hey, julia gown. jig up.",2
rt automatically hoe if somebody calls one.,1
need accept fact both hipster faggots.,0
rt whatta coinkydink irs cancelled contract email backup company right after lerners computer crash,2
brass monkey dat funky monkey,2
"long lakers trash now on, could careless. real.. cc hahaha",2
rt help eliminate faking injury amp diving post game video review dives amp give divers yellow cards after game.,2
rt if u say u r hashtag lying r probably unhappy w ur life fake bitches lolz,1
kim kardashian look like tranny all surgery,0
rt behind every lame ass nigga.. lame ass bitch constantly telling him how real is..,1
yall mfs better believe karma .. bitch oh so real,1
"bird? plane? no, peter walkin air byers",2
rt trash cans always demanding new music gawd tyga,2
being bad bitch,1
"e250 5.4 motor tranny have 2008 5.4 triton motor transmission 5,200 miles came off e250..",2
whats your youtube channel then faggot,0
"rt hate when old bitches wear clothes these young hoes wearing, like stay yo ass yo age group",1
jus wanted let yll know hope hurricane kills your soca sunday trash,0
ever have sex pharaoh. put pussy sarcophagus,1
feelin all warm fuzzy inside..,2
"beautiful fairy pools near glenbrittle isle skye, scotland",2
cannot play flappy bird. makes angry.,2
directions let bird chill sink 30 minutesme ok,2
hoe.,1
rt am get money nigga so da hoes love,0
niggas cry when they get hit high cry when they get hit low. nfl full pussies now,1
"un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im..",2
taking out second mortgage betting all yankees winning world cup. they win lot seemed like nobrainer me.,2
good morning coons.,0
"turn bitches gay, they think all other bitches can fuck like me.",1
"iknow couple mf does this, there favorite line wouldnt do thats young. bitch stopp your young minded",1
islamic state suspects indonesia chinese uighurs uighur jihadis they not just prc tool.,2
rt hippie dressed tumblr bitches smoke blunt all sudden they most abstract thinkers,1
oreos basically dirt circles cream. true.,2
ugly gay nigga bitch fucking peace shit,0
rt duo etamcru,2
hoes,1
rt bacon over bitches,1
bitch white stfu your shitty spanish,0
thank based pee slit,2
rt so ball did roll down slope amp found natural spot defending brother amp scumbag,2
rt go take trash out darkskin nigga stole damn garbage,0
rt brandon phelps hoe ass nigga wen see him ima smack him like da lil bitch,0
rt fox says cunt.,0
"along french blue buggs bunny viis, oreo ivs.",2
u stupid fuk head bitch,1
s pussy.,1
rt pussy ass nigga,0
"steek d morele vinger maar j neus, zelfde soort types bij nato stenigt vrouwen bosjes",2
stacey dash won baddest bitch evaa,0
"rt when someone murdered, police investigate spouse first. tells everything need know abo",2
rt if obama id call press conference amp slit joe bidens neck live tv just 2 show these crackers mean business,0
so niggers really believe phelps just smokin regular huh? tell now amp log off night,0
get swept motown lol,2
fucking block your white ass because try start shit like fucking queer so fuck nigga,0
"wise decision,this alfie must right mong.",2
random thought if bird crossing path fg try were impacted ball causing deflect off course. rekick miss?,2
ima get this so every time throw trash away where really belongs,2
ape? fuck u broke ass racist,0
wanna try pot brownies.,2
"fat ass inbred rednecks like paula deen breed going extinct. mean look woman, would hate her scale.",0
"am not shit girl, bitch made nigga !",0
bitch stay bitch so do not look she keep pussy tucked,1
rt am hungry not give bitch time day. am trying take care business,1
do not follow because everything about your company white trash.,0
"rt berto could not ko this dude who wanted get kodbertos trash, upshers trash, fight trash.",2
"rt pulled dead bird garden. grateful out hot sun, winked rotting eye socket.",2
"lol followed bitch just so can unfollow her cause she talkin shit, shit away her two",1
naw u just retarded kinfolk lol,1
want eat your pussy,1
why does msnbc have news show 100 opinion amp right wing talking points? joe nation pbo not u teabaggers,2
rt morgan park kids like pop fire crackers school now,2
all these bitches wanna fuck thug,1
mans birthday!! all big booty bitches show him some love,1
rt way fuck your bitch.,1
"hey nigger , learn other blacks league how conduct yourself",0
meant bitch niggas,1
"true! miss yall man, yall brothers. mikey starting? what about chink? lmfao",0
rt charlie sheen fucking boss,1
totally correct anthony. cant livin round dem colored folk. day bringin down da hood dem propery value,0
randies fags,0
want cowboy killer,2
if shell tell shes badd bitch then listen. shes bad your health!,1
rt pussy ass nigga,0
gm..do not bird did not get worm today,2
pulling one,2
none us went these prestigious establishments so clearly not superior these fucking retards..,0
these niggas out here bitchin tell em suck sumn these bitches see vision tell em fuck sumn,1
uncle tom hypocrite!,0
"umm.. these hoes need guidance, better yet baptism",1
u see lame pic ofmine due your infatuation niggers. im hebrew fite children satan streets,0
go away already,2
thats goddamn terrible joke gbe lookin bitch,1
mine pussy,1
rt gave chance. failed. no more this nonsense. statist trash,2
"his big ass smile, his eyes chink.",0
rt us ghettosdriven liberal ideology forged unions amp bankrupted selfserving dems catering parasites!,0
am okay rasor talking trash,2
go yankees,2
wondertrade best pokemon feature ever. just got level 27 japanese wobbuffet level 4 beginning area trash pokemon,2
tylar shut up bitch . usta make these,1
all so whitey bois gone ride,2
am definitely watching mook lux battle today damn it!!,2
rt tell how really feel. rt those little faggots usually have bags over their heads anyway.,0
dem niggas ca have them white hoes.. love beautiful black sistas..,0
"rt her being albino not problem. gut, hair, fish net she decided wear. soo many things wrong w",2
trash show,2
if sweat pussy somethin new you..,1
rt idiot. rt miserable trash excuse man,2
"coons monkeys like disgust me, minstrel show negro. crying about shit all time disgrace everywhere",0
wassup wit all these fucc niccas,0
"if teacher tried throw some pussy when school, nigga am not sayin shit",1
"if racial minorities were not criminally inclined, they would not have so much worry about. act your color, race traitor!",0
anaconda do not anaconda do not anaconda do not want none unless got goals hun smh . white ass niggah .,1
yea always looks nice.all monkey faced women see around santa monica. looks better than natural beauty. tbedumb,1
"too bad optimism have royals, do not have twins!! take those roseie colored glasses off",2
yankee good mood today what,2
espn keep hiring these dyke bitches gay spanish niggas talk sports,0
let delete little bitch reports mr.olsen,1
dawg!! rt man this about another trash thursday night game,2
am getting sleepy phone acting retarded..,2
? race traitor just dumbass?,1
fag,0
"today talk like pirate day, absolutely nobody knew id been doing charlie morton impersonation all day.",2
minus all retarded poor bots.,0
"bet they want cookie, bergbrain? mean like want cracker? kinda bitter here today arentcha? mngop",2
rt rule do pussy ass shit sometimes. like write her love notes. write long paragraphs about how have never felt this way b,1
rt been main nigguh since digital camera selfies,0
looking royals wondering what could have been if did not decimate yankee farm system.,2
not even real word! must have hit blunt started making up shit your nigger ass lol,0
people fucking retarded lol,0
mock draft?,2
rt y these niggas this hoe shit,1
"am not shit girl, bitch made nigga !",0
rt kawhi leonard? smh rt wow u really gonna leak ou.. nvm rt ion need fuc nig http,0
then faggot,0
lmfao no didnt rt got cute new avi all but she too old colored contacts,2
one mans trash another mans treasure,2
rt nigger made shit out coffee.,0
"yeah played me, yeah got what wanted. but jokes you, about daddy bitch.",1
lemmie eat oreo amp do these dishes. one oreo? lol,2
fuck bitches get money mission complete!,1
omg this bitch fucking stupid swear blah blah blah week later omg ilysm bae ur best friend swear,1
"rt 1, 2, 3, 4, how many niggers store? knoww stealing!",0
"jooked out rt 4 old hoes, ponk, dyke outchea having girl talklmao",1
get swept motown lol,2
worse bitch looks better than your main bitch. now bad right there lol,1
nothing says fashion like cunt hat..,1
no need tweet these bitches know status,1
need chat . where dat nicca at? lol,0
alibaba jack ma gotta love guy who beat meg whitmans albino ass back us. freakin commie genius.,1
studies show faggot,0
rt nerdy fat bitch yes sir she fucked basedgod lil b,1
yoga been around ages these bitches just now figuring out,1
rt so city lights charlie chaplin movie via,2
"rt make sure take your rage out unsuspecting targets today. chose stapler, bitch had coming.",1
still think snap chat faggots high schoolers,0
not true rt every man hoes,1
pretty girls wit bird brains..what waste smh,2
charlie daniels couldve done better job!,2
why people think gay marriage okay beyond me. sorry do not want future son seeing 2 fags walking down street holding hands,0
where birds at? not port where birds were all over?,2
